Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Lerner, D.A., Hunt, R.A., Verheul, I.","57038235900;56856438600;8267384200;","Dueling banjos: Harmony and discord between ADHD and entrepreneurship",2018,"Academy of Management Perspectives","32","2",,"266","286",,5,"10.5465/amp.2016.0178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045543319&doi=10.5465%2famp.2016.0178&partnerID=40&md5=1bd35c36c0693e6841f2a87cb80bc1f7",Conference Paper,"Final",,Scopus,2-s2.0-85045543319
"Wiklund, J., Hatak, I., Patzelt, H., Shepherd, D.","23020517900;55332872800;23028702200;7201684101;","Mental disorders in the entrepreneurship context: When being different can be an advantage",2018,"Academy of Management Perspectives","32","2",,"182","206",,15,"10.5465/amp.2017.0063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050265504&doi=10.5465%2famp.2017.0063&partnerID=40&md5=6038caa943461a18c0bfc98f4f40c348",Conference Paper,"Final",,Scopus,2-s2.0-85050265504
"Klada, T.-V.","57202945892;","Unraveling Entrepreneurial Team Formation: A Qualitative Study Among Funded Ventures",2018,"SAGE Open","8","2",,"","",,1,"10.1177/2158244018776700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049896251&doi=10.1177%2f2158244018776700&partnerID=40&md5=e2d6f75d0861f057a254fd9dcb8518d3",Article,"Final",Open Access,Scopus,2-s2.0-85049896251
"Baierl, R.","56019178100;","Understanding Entrepreneurial Team Decisions: Measuring Team Members’ Influences With The Metricized Limit Conjoint Analysis",2018,"SAGE Open","8","2",,"","",,,"10.1177/2158244018779106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049895175&doi=10.1177%2f2158244018779106&partnerID=40&md5=64e417a3feb1a3db4441b12fe5f55b33",Article,"Final",Open Access,Scopus,2-s2.0-85049895175
"Yoon, H.","57194765533;","Exploring the Role of Entrepreneurial Team Characteristics on Entrepreneurial Orientation",2018,"SAGE Open","8","2",,"","",,2,"10.1177/2158244018777025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049924409&doi=10.1177%2f2158244018777025&partnerID=40&md5=7c88d4983fc55ad50205f677c0e0c03e",Article,"Final",Open Access,Scopus,2-s2.0-85049924409
"Diakanastasi, E., Karagiannaki, A., Pramatari, K.","57202941322;25927185900;8969763900;","Entrepreneurial Team Dynamics and New Venture Creation Process: An Exploratory Study Within a Start-Up Incubator",2018,"SAGE Open","8","2",,"","",,1,"10.1177/2158244018781446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049873741&doi=10.1177%2f2158244018781446&partnerID=40&md5=38bbae05113783e42f7d10333b8d56d4",Article,"Final",Open Access,Scopus,2-s2.0-85049873741
"Dai, Y., Goodale, J.C., Byun, G., Ding, F.","57206911888;57200500642;57189489633;57189496694;","Strategic Flexibility in New High-Technology Ventures",2018,"Journal of Management Studies","55","2",,"265","294",,4,"10.1111/joms.12288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041404253&doi=10.1111%2fjoms.12288&partnerID=40&md5=1d1112e54ce8699b18c02bbd51cb5c29",Article,"Final",,Scopus,2-s2.0-85041404253
"Nikiforou, A., Zabara, T., Clarysse, B., Gruber, M.","57201260333;57201251613;6602135856;15033458300;","The role of teams in academic spin-offs",2018,"Academy of Management Perspectives","32","1",,"78","100",,6,"10.5465/amp.2016.0148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044033379&doi=10.5465%2famp.2016.0148&partnerID=40&md5=636621eed10964852c3088e0cd119de9",Conference Paper,"Final",,Scopus,2-s2.0-85044033379
"Köhn, A.","57195642834;","The determinants of startup valuation in the venture capital context: a systematic review and avenues for future research",2018,"Management Review Quarterly","68","1",,"3","36",,8,"10.1007/s11301-017-0131-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029438023&doi=10.1007%2fs11301-017-0131-5&partnerID=40&md5=366302b8023d52b4e53989d538b453ea",Article,"Final",,Scopus,2-s2.0-85029438023
"Marlow, S., Martinez Dy, A.","7003767483;56610218100;","Annual review article: Is it time to rethink the gender agenda in entrepreneurship research?",2018,"International Small Business Journal: Researching Entrepreneurship","36","1",,"3","22",,15,"10.1177/0266242617738321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037645932&doi=10.1177%2f0266242617738321&partnerID=40&md5=5721c071b28033f8003cd2ee6a7029eb",Article,"Final",,Scopus,2-s2.0-85037645932
"Shepherd, D.A., Patzelt, H.","7201684101;23028702200;","Entrepreneurial cognition: Exploring the mindset of entrepreneurs",2018,"Entrepreneurial Cognition: Exploring the Mindset of Entrepreneurs",,,,"1","281",,9,"10.1007/978-3-319-71782-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046422605&doi=10.1007%2f978-3-319-71782-1&partnerID=40&md5=b973dfdaa8987a93118d4e96737540c1",Book,"Final",Open Access,Scopus,2-s2.0-85046422605
"Garrone, P., Grilli, L., Mrkajic, B.","7004111346;6602373428;57193524303;","Human capital of entrepreneurial teams in nascent high-tech sectors: a comparison between Cleantech and Internet",2018,"Technology Analysis and Strategic Management","30","1",,"84","97",,,"10.1080/09537325.2017.1297396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014524868&doi=10.1080%2f09537325.2017.1297396&partnerID=40&md5=d5460f657a1c6ced55943ca64c60bda5",Article,"Final",,Scopus,2-s2.0-85014524868
"Lopez Hernandez, A.K., Fernandez-Mesa, A., Edwards-Schachter, M.","57209459922;55348750100;51863589700;","Team collaboration capabilities as a factor in startup success",2018,"Journal of Technology Management and Innovation","13","4",,"13","23",,,"10.4067/S0718-27242018000400013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067816648&doi=10.4067%2fS0718-27242018000400013&partnerID=40&md5=616bd297483c5035a572d500fb7525b4",Article,"Final",Open Access,Scopus,2-s2.0-85067816648
"Dams, F., Segers, J.","57201690034;24376969400;","Entrepreneurial capability versus entrepreneurial propensity: Why take the non-actors even more seriously?",2018,"Proceedings of the European Conference on Innovation and Entrepreneurship, ECIE","2018-September",,,"917","925",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055448919&partnerID=40&md5=3a651cc8050b8fde1174b267c030fadc",Conference Paper,"Final",,Scopus,2-s2.0-85055448919
"Lohrke, F.T., Carson, C.M., Lockamy, A.","6507249938;9845982900;6701653045;","Bayesian analysis in entrepreneurship decision-making research: Review and future directions",2018,"Management Decision","56","5",,"972","986",,,"10.1108/MD-12-2016-0948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043472078&doi=10.1108%2fMD-12-2016-0948&partnerID=40&md5=e0b49fbc89f64a54fe9c420b6b2666d8",Review,"Final",,Scopus,2-s2.0-85043472078
"Funken, R., Gielnik, M.M., Foo, M.-D.","57193652428;26648585000;7003987909;","How Can Problems Be Turned Into Something Good? The Role of Entrepreneurial Learning and Error Mastery Orientation",2018,"Entrepreneurship: Theory and Practice",,,,"","",,,"10.1177/1042258718801600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071450633&doi=10.1177%2f1042258718801600&partnerID=40&md5=2c85ef3be3e2f4da0dfe771e50c9951a",Article,"Article in Press",,Scopus,2-s2.0-85071450633
"Swift, T.","24776952100;","PhD scientists in the boardroom: the innovation impact",2018,"Journal of Strategy and Management","11","2",,"184","202",,1,"10.1108/JSMA-06-2017-0040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046418219&doi=10.1108%2fJSMA-06-2017-0040&partnerID=40&md5=86eb30b22cf58a33c8f52055142baa51",Article,"Final",,Scopus,2-s2.0-85046418219
"Williams Middleton, K., Nowell, P.","57197770572;57197770085;","Team trust and control in new venture emergence",2018,"International Journal of Entrepreneurial Behaviour and Research","24","4",,"882","910",,4,"10.1108/IJEBR-01-2017-0048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040742125&doi=10.1108%2fIJEBR-01-2017-0048&partnerID=40&md5=63487a4e1a29ec47dabc10e39247aeb8",Article,"Final",,Scopus,2-s2.0-85040742125
"Preller, R., Patzelt, H., Breugst, N.","57201915079;23028702200;33067601000;","Entrepreneurial visions in founding teams: Conceptualization, emergence, and effects on opportunity development",2018,"Journal of Business Venturing",,,,"","",,,"10.1016/j.jbusvent.2018.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058711272&doi=10.1016%2fj.jbusvent.2018.11.004&partnerID=40&md5=b36809311ca095bfc67a98f79763091b",,"Article in Press",,Scopus,2-s2.0-85058711272
"He, V.F., Sirén, C., Singh, S., Solomon, G., von Krogh, G.","57204556685;55360688100;57193171840;24333123000;7006379217;","Keep calm and carry on: Emotion regulation in entrepreneurs’ learning from failure",2018,"Entrepreneurship: Theory and Practice","42","4",,"605","630",,7,"10.1111/etap.12273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056140233&doi=10.1111%2fetap.12273&partnerID=40&md5=26f15e51d7a6665c68555d5fa8a5abca",Article,"Final",,Scopus,2-s2.0-85056140233
"Misganaw, B.A.","55207355800;","Why we know what we know about entrepreneurial teams? Unlocking implicit assumptions in entrepreneurial team research",2018,"International Journal of Entrepreneurship and Small Business","33","3",,"354","379",,1,"10.1504/IJESB.2018.090218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043363612&doi=10.1504%2fIJESB.2018.090218&partnerID=40&md5=1dde0a90c9e7b3227da4a0ab787fec04",Article,"Final",,Scopus,2-s2.0-85043363612
"Forsstrom-Tuominen, H., Jussila, I., Goel, S.","57195451689;26653589000;55574180642;","Reinforcing collectiveness in entrepreneurial interactions within start-up teams: a multiple-case study",2018,"Entrepreneurship and Regional Development",,,,"","",,,"10.1080/08985626.2018.1554709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058215800&doi=10.1080%2f08985626.2018.1554709&partnerID=40&md5=88210a530e30160f8e6d531824c4d37e",,"Article in Press",,Scopus,2-s2.0-85058215800
"Li, H., Terjesen, S., Umans, T.","57204633569;16025361300;24529328900;","Corporate governance in entrepreneurial firms: a systematic review and research agenda",2018,"Small Business Economics",,,,"","",,2,"10.1007/s11187-018-0118-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056460306&doi=10.1007%2fs11187-018-0118-1&partnerID=40&md5=1f3c9ef9b7aecbe4f7d288d724700ffc",,"Article in Press",Open Access,Scopus,2-s2.0-85056460306
"Hallam, C., Dorantes Dosamantes, C.A., Zanella, G.","24922768000;14833982800;57078337800;","Culture and social capital network effects on the survival and performance of high-tech micro and small firms",2018,"Journal of Small Business and Enterprise Development","25","1",,"81","106",,1,"10.1108/JSBED-05-2017-0161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037975945&doi=10.1108%2fJSBED-05-2017-0161&partnerID=40&md5=98f623ddaeebac14c926e987567fa8b0",Article,"Final",,Scopus,2-s2.0-85037975945
"Powell, E.E., Baker, T.","56400296500;24586722400;","In the beginning: Identity processes and organizing in multi-founder nascent ventures",2017,"Academy of Management Journal","60","6",,"2381","2414",,31,"10.5465/amj.2015.0175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030157731&doi=10.5465%2famj.2015.0175&partnerID=40&md5=0b3fadfeba9afcb640d1a7e8b49aaa44",Conference Paper,"Final",,Scopus,2-s2.0-85030157731
"Nambisan, S.","55946896600;","Digital Entrepreneurship: Toward a Digital Technology Perspective of Entrepreneurship",2017,"Entrepreneurship: Theory and Practice","41","6",,"1029","1055",,98,"10.1111/etap.12254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999622321&doi=10.1111%2fetap.12254&partnerID=40&md5=0f661ed705a630a05631f0b2c66a7d69",Article,"Final",,Scopus,2-s2.0-84999622321
"Klingbeil, C., Semrau, T.","57194191301;54791541100;","For whom size matters–the interplay between incubator size, tenant characteristics and tenant growth",2017,"Industry and Innovation","24","7",,"735","752",,1,"10.1080/13662716.2017.1319802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019133455&doi=10.1080%2f13662716.2017.1319802&partnerID=40&md5=c750955fba7ba418e10e939d6124445f",Article,"Final",,Scopus,2-s2.0-85019133455
"Jahanshahi, A.A., Brem, A., Bhattacharjee, A.","57208595124;23984395500;57195775968;","Who takes more sustainability-oriented entrepreneurial actions? The role of entrepreneurs' values, beliefs and orientations",2017,"Sustainability (Switzerland)","9","10", 1636,"","",,10,"10.3390/su9101636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029791300&doi=10.3390%2fsu9101636&partnerID=40&md5=a7f4a721eb2012e8d8dd2e5952f70cdf",Article,"Final",Open Access,Scopus,2-s2.0-85029791300
"Gruber, M., MacMillan, I.C.","15033458300;36933749400;","Entrepreneurial Behavior: A Reconceptualization and Extension Based on Identity Theory",2017,"Strategic Entrepreneurship Journal","11","3",,"271","286",,15,"10.1002/sej.1262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030169274&doi=10.1002%2fsej.1262&partnerID=40&md5=5a77de4dc9d12d9e392f2cd605652ef4",Article,"Final",,Scopus,2-s2.0-85030169274
"Piva, E., Rossi-Lamastra, C.","12753610200;57197758938;","Should I sell my shares to an external buyer? The role of the entrepreneurial team in entrepreneurial exit",2017,"International Small Business Journal: Researching Entrepreneurship","35","6",,"767","784",,,"10.1177/0266242616676310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028664665&doi=10.1177%2f0266242616676310&partnerID=40&md5=f2a0fcea57012b95f7f5f1149a5e2316",Article,"Final",,Scopus,2-s2.0-85028664665
"Protogerou, A., Caloghirou, Y., Vonortas, N.S.","6602651259;6602294559;6602487131;","Determinants of young firms’ innovative performance: Empirical evidence from Europe",2017,"Research Policy","46","7",,"1312","1326",,15,"10.1016/j.respol.2017.05.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020811024&doi=10.1016%2fj.respol.2017.05.011&partnerID=40&md5=f9ec47b4bc43e3ed14d2fea20f4dbb3d",Article,"Final",,Scopus,2-s2.0-85020811024
"Jin, L., Madison, K., Kraiczy, N.D., Kellermanns, F.W., Crook, T.R., Xi, J.","25928494700;56019763600;56099943400;9433972600;8918624900;57195350242;","Entrepreneurial Team Composition Characteristics and New Venture Performance: A Meta-Analysis",2017,"Entrepreneurship: Theory and Practice","41","5",,"743","771",,28,"10.1111/etap.12232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028666459&doi=10.1111%2fetap.12232&partnerID=40&md5=b4c790d5d4db67796a0569ba6a016824",Article,"Final",,Scopus,2-s2.0-85028666459
"Lim, E.","57191867388;","Factors associated with success and failure in Puget Sound wineries",2017,"Journal of Wine Research","28","3",,"239","254",,,"10.1080/09571264.2017.1358157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026272276&doi=10.1080%2f09571264.2017.1358157&partnerID=40&md5=081de5950a219025d7dec277eaa48048",Article,"Final",,Scopus,2-s2.0-85026272276
"Hayes, D., Richmond, W.","57197211621;57193848566;","Using an online assessment to examine entrepreneurship student traits and to measure and improve the impact of entrepreneurship education",2017,"Journal of Entrepreneurship Education","20","1",,"88","107",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028354420&partnerID=40&md5=7d7e4a8ad390c9ca122184b5311ea509",Article,"Final",,Scopus,2-s2.0-85028354420
"Mohammadi, A., Broström, A., Franzoni, C.","57189495106;36873854900;15755284200;","Workforce Composition and Innovation: How Diversity in Employees’ Ethnic and Educational Backgrounds Facilitates Firm-Level Innovativeness",2017,"Journal of Product Innovation Management","34","4",,"406","426",,9,"10.1111/jpim.12388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019050940&doi=10.1111%2fjpim.12388&partnerID=40&md5=16b848f2e79afada5203b5ece6d63703",Article,"Final",,Scopus,2-s2.0-85019050940
"Uy, M.A., Sun, S., Foo, M.-D.","23991583500;45761655200;7003987909;","Affect spin, entrepreneurs' well-being, and venture goal progress: The moderating role of goal orientation",2017,"Journal of Business Venturing","32","4",,"443","460",,15,"10.1016/j.jbusvent.2016.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009488807&doi=10.1016%2fj.jbusvent.2016.12.001&partnerID=40&md5=0c01c5e6420cb22c254dfadb604159b8",Article,"Final",,Scopus,2-s2.0-85009488807
"Dai, Y., Du, K., Byun, G., Zhu, X.","57189490513;55502663800;57189489633;55502523500;","Ambidexterity in new ventures: The impact of new product development alliances and transactive memory systems",2017,"Journal of Business Research","75",,,"77","85",,15,"10.1016/j.jbusres.2017.02.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015700732&doi=10.1016%2fj.jbusres.2017.02.009&partnerID=40&md5=fdf2c3dfee6f22ad7b0f14ca0b0c72fe",Article,"Final",,Scopus,2-s2.0-85015700732
"Mazra, M.","57192411849;","Entrepreneurial team diversity and new venture performance in cameroon: The moderating effect of conflicts",2017,"International Journal of Innovation Management","21","4", 1750038,"","",,,"10.1142/S1363919617500384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006323984&doi=10.1142%2fS1363919617500384&partnerID=40&md5=9ab18ba0674582a1daf8b4a77ca0c332",Article,"Final",,Scopus,2-s2.0-85006323984
"Breugst, N., Shepherd, D.A.","33067601000;7201684101;","If You Fight With Me, I'll Get Mad! A Social Model of Entrepreneurial Affect",2017,"Entrepreneurship: Theory and Practice","41","3",,"379","418",,11,"10.1111/etap.12211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947997018&doi=10.1111%2fetap.12211&partnerID=40&md5=28d6aae17374453ed6a13944adc06911",Article,"Final",,Scopus,2-s2.0-84947997018
"Zhang, S.X., Cueto, J.","7409379928;56989197200;","The Study of Bias in Entrepreneurship",2017,"Entrepreneurship: Theory and Practice","41","3",,"419","454",,25,"10.1111/etap.12212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949035266&doi=10.1111%2fetap.12212&partnerID=40&md5=54d2edadc9c49f127fe8a78ea82d9188",Article,"Final",,Scopus,2-s2.0-84949035266
"Kollmann, T., Stöckmann, C., Meves, Y., Kensbock, J.M.","55916881100;55237547700;57192673150;57192667017;","When members of entrepreneurial teams differ: linking diversity in individual-level entrepreneurial orientation to team performance",2017,"Small Business Economics","48","4",,"843","859",,8,"10.1007/s11187-016-9818-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007193551&doi=10.1007%2fs11187-016-9818-6&partnerID=40&md5=4b66366db556e55c96f1c7a6d92d27b3",Article,"Final",,Scopus,2-s2.0-85007193551
"Cardon, M.S., Post, C., Forster, W.R.","24280933200;10045078500;36494285200;","Team entrepreneurial passion: Its emergence and influence in new venture teams",2017,"Academy of Management Review","42","2",,"283","305",,27,"10.5465/amr.2014.0356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017157223&doi=10.5465%2famr.2014.0356&partnerID=40&md5=b90132d82ba6a752215df33efb44b97f",Article,"Final",,Scopus,2-s2.0-85017157223
"Zaech, S., Baldegger, U.","57193534695;55825751400;","Leadership in start-ups",2017,"International Small Business Journal: Researching Entrepreneurship","35","2",,"157","177",,11,"10.1177/0266242616676883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014692959&doi=10.1177%2f0266242616676883&partnerID=40&md5=38eb20f25b627b6bc6216946308cdc71",Article,"Final",,Scopus,2-s2.0-85014692959
"Jung, H., Vissa, B., Pich, M.","57193704403;8986170400;6603578543;","How do entrepreneurial founding teams allocate task positions?",2017,"Academy of Management Journal","60","1",,"264","294",,12,"10.5465/amj.2014.0813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015985525&doi=10.5465%2famj.2014.0813&partnerID=40&md5=29e2d1ff56c69ecf3996c9d36c1f5758",Article,"Final",,Scopus,2-s2.0-85015985525
"Todaro, M.E.C., Stirpe, L.","57195214244;36603486400;","Teams in small technology-based firms: The roles of diversity and conflict management",2017,"Journal of Technology Management and Innovation","12","2",,"11","17",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026310646&partnerID=40&md5=82a51dd458eaa69d2290c09d8f7b3987",Article,"Final",,Scopus,2-s2.0-85026310646
"Chen, M.-H., Chang, Y.-Y., Chang, Y.-C.","55733268200;56456849200;12244396600;","The trinity of entrepreneurial team dynamics: cognition, conflicts and cohesion",2017,"International Journal of Entrepreneurial Behaviour and Research","23","6",,"934","951",,6,"10.1108/IJEBR-07-2016-0213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031817905&doi=10.1108%2fIJEBR-07-2016-0213&partnerID=40&md5=cce7cfa42a12d393265872fc6260b027",Article,"Final",,Scopus,2-s2.0-85031817905
"Castellano, S., Khelladi, I.","55623862700;56600675900;","Legitimacy: The missing link in investigating the dynamics of entrepreneurial teams in successful champagne houses",2017,"International Journal of Entrepreneurship and Small Business","32","1-2",,"160","180",,,"10.1504/IJESB.2017.085992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028524618&doi=10.1504%2fIJESB.2017.085992&partnerID=40&md5=abf19f8f00bb910c4f2b726d5c9566d3",Conference Paper,"Final",,Scopus,2-s2.0-85028524618
"Forbes, D.P.","7202262639;","“Born, not made” and other beliefs about entrepreneurial ability",2017,"The Wiley Handbook of Entrepreneurship",,,,"273","391",,,"10.1002/9781118970812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034410592&doi=10.1002%2f9781118970812&partnerID=40&md5=4612632cf9b5994940f055da521f0bb9",Book Chapter,"Final",Open Access,Scopus,2-s2.0-85034410592
"Laudien, S.M., Daxböck, B.","55313634300;56323932700;","Enhancing the understanding of international new ventures: a service-oriented perspective",2017,"Management Research Review","40","5",,"494","516",,1,"10.1108/MRR-07-2015-0169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020737615&doi=10.1108%2fMRR-07-2015-0169&partnerID=40&md5=971e60e04c8428ef917442a679ce4c13",Article,"Final",,Scopus,2-s2.0-85020737615
"El-Awad, Z., Gabrielsson, J., Politis, D.","57193904356;56260474100;14821662200;","Entrepreneurial learning and innovation: The critical role of team-level learning for the evolution of innovation capabilities in technology-based ventures",2017,"International Journal of Entrepreneurial Behaviour and Research","23","3",,"381","405",,12,"10.1108/IJEBR-06-2016-0177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017467187&doi=10.1108%2fIJEBR-06-2016-0177&partnerID=40&md5=6a17f0508025793a382c16a233ef188d",Article,"Final",,Scopus,2-s2.0-85017467187
"Bjornali, E.S., Knockaert, M., Foss, N., Leunbach, D., Erikson, T.","26221564700;20433902000;7005282199;57127271300;9738214800;","Unraveling the black box of new venture team processes",2017,"The Wiley Handbook of Entrepreneurship",,,,"313","348",,1,"10.1002/9781118970812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034395423&doi=10.1002%2f9781118970812&partnerID=40&md5=d5a5458a9fbfa483e07f45ba25f00611",Book Chapter,"Final",Open Access,Scopus,2-s2.0-85034395423
"Dai, Y., Roundy, P.T., Chok, J.I., Ding, F., Byun, G.","57206911920;36348445600;26026553300;57189496694;57189489633;","‘Who Knows What?’ in New Venture Teams: Transactive Memory Systems as a Micro-Foundation of Entrepreneurial Orientation",2016,"Journal of Management Studies","53","8",,"1320","1347",,11,"10.1111/joms.12211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971413449&doi=10.1111%2fjoms.12211&partnerID=40&md5=ca4201b696ecf6b4671332ba03024ac4",Article,"Final",,Scopus,2-s2.0-84971413449
"Bruneel, J., De Cock, R.","16024073500;57191967023;","Entry Mode Research and SMEs: A Review and Future Research Agenda",2016,"Journal of Small Business Management","54",,,"135","167",,7,"10.1111/jsbm.12291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995532223&doi=10.1111%2fjsbm.12291&partnerID=40&md5=52a7397dae9ad1aac457b4742f6ae1c5",Article,"Final",,Scopus,2-s2.0-84995532223
"Hmieleski, K.M., Lerner, D.A.","8678743200;57038235900;","The Dark Triad and Nascent Entrepreneurship: An Examination of Unproductive versus Productive Entrepreneurial Motives",2016,"Journal of Small Business Management","54",,,"7","32",,28,"10.1111/jsbm.12296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990018923&doi=10.1111%2fjsbm.12296&partnerID=40&md5=87da532c0d554c3036e7a20b7748ebd2",Article,"Final",,Scopus,2-s2.0-84990018923
"Dufays, F., Huybrechts, B.","56177907500;24483393900;","Where do hybrids come from? Entrepreneurial team heterogeneity as an avenue for the emergence of hybrid organizations",2016,"International Small Business Journal: Researching Entrepreneurship","34","6",,"777","796",,14,"10.1177/0266242615585152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983792818&doi=10.1177%2f0266242615585152&partnerID=40&md5=eb3ebe34158c0130110d828980fe8fc9",Article,"Final",,Scopus,2-s2.0-84983792818
"Kim, P.H., Wennberg, K., Croidieu, G.","55536518900;16647676600;54994148700;","Untapped riches of meso-level applications in multilevel entrepreneurship mechanisms",2016,"Academy of Management Perspectives","30","3",,"273","291",,25,"10.5465/amp.2015.0137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987816169&doi=10.5465%2famp.2015.0137&partnerID=40&md5=f84ba885d0b043938e5a6d58f76ccd20",Conference Paper,"Final",,Scopus,2-s2.0-84987816169
"Wennberg, K., Delmar, F., Mckelvie, A.","16647676600;6508145589;24278668200;","Variable risk preferences in new firm growth and survival",2016,"Journal of Business Venturing","31","4",,"408","427",,19,"10.1016/j.jbusvent.2016.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969253495&doi=10.1016%2fj.jbusvent.2016.05.001&partnerID=40&md5=22d6f031be155890005cc0a5b7f653dc",Article,"Final",,Scopus,2-s2.0-84969253495
"Guenther, C., Oertel, S., Walgenbach, P.","36677169100;37089477800;6602954961;","It’s All About Timing: Age-Dependent Consequences of Founder Exits and New Member Additions",2016,"Entrepreneurship: Theory and Practice","40","4",,"843","865",,8,"10.1111/etap.12148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922982508&doi=10.1111%2fetap.12148&partnerID=40&md5=a1eec006523438bfb07e59c043ded86f",Article,"Final",,Scopus,2-s2.0-84922982508
"Koopmann, J., Lanaj, K., Wang, M., Zhou, L., Shi, J.","56667382300;55368739800;7406686684;55710698400;15050938700;","Nonlinear effects of team tenure on team psychological safety climate and climate strength: Implications for average team member performance",2016,"Journal of Applied Psychology","101","7",,"940","957",,14,"10.1037/apl0000097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959453285&doi=10.1037%2fapl0000097&partnerID=40&md5=87740c68b48f3f4c14d2098dfb5023f3",Article,"Final",,Scopus,2-s2.0-84959453285
"Coad, A., Frankish, J.S., Roberts, R.G., Storey, D.J.","22937056800;6603027907;7404280757;7102776624;","Predicting new venture survival and growth: Does the fog lift?",2016,"Small Business Economics","47","1",,"217","241",,12,"10.1007/s11187-016-9713-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962516414&doi=10.1007%2fs11187-016-9713-1&partnerID=40&md5=5ac9b8aeb07ca6c18a837c0a88bf5512",Article,"Final",Open Access,Scopus,2-s2.0-84962516414
"Lau, C.M., Lu, Y., Liang, Q.","7401968227;7405482373;24071028900;","Corporate Social Responsibility in China: A Corporate Governance Approach",2016,"Journal of Business Ethics","136","1",,"73","87",,46,"10.1007/s10551-014-2513-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919360368&doi=10.1007%2fs10551-014-2513-0&partnerID=40&md5=bb1679ec88efb09ae8a86dee3ca25317",Article,"Final",,Scopus,2-s2.0-84919360368
